Entry,Species,Instance,Nature,Item,Move 1,Move 2,Move 3,Move 4,Possible Ability,EVs (HP/Atk/Def/SpA/SpD/Spe),Level 100 stats,Lv 100 speed,Level 50 stats,Lv 50 Speed,Fixed IVs (Brains only)
524,Donphan,2,Jolly,Quick Claw,Flail,Endure,Earthquake,Rock Tomb,Sturdy, 0 /255/ 0 / 0 / 0 /255,321/339/276/140/156/218,218,165/172/140/72/80/112,112,
525,Claydol,2,Calm,Leftovers,Psychic,Earthquake,Double Team,Cosmic Power,Levitate,170/ 0 /170/ 0 /170/ 0 ,303/158/288/176/349/186,186,156/81/146/90/177/95,95,
526,Wailord,2,Adamant,Chesto Berry,Double-Edge,Rest,Curse,Amnesia,Water Veil / Oblivious,170/ 0 /170/ 0 /170/ 0 ,523/237/168/194/168/156,156,266/121/86/99/86/80,80,
527,Ninetales,2,Quirky,Lum Berry,Heat Wave,Body Slam,Grudge,Sunny Day,Flash Fire, 0 / 0 / 0 /255/ 0 /255,287/188/186/261/236/299,299,148/96/95/133/120/152,152,
528,Machamp,2,Adamant,Chesto Berry,Cross Chop,Earthquake,Bulk Up,Rest,Guts,170/ 0 /170/ 0 /170/ 0 ,363/325/238/149/248/146,146,186/165/121/76/126/75,75,
529,Shuckle,2,Careful,Leftovers,Sandstorm,Dig,Flash,Double Team,Sturdy, 0 / 0 /255/ 0 /255/ 0 ,181/56/559/50/614/46,46,95/30/282/27/310/25,25,
530,Steelix,2,Hardy,Leftovers,Earthquake,DragonBreath,Sandstorm,Block,Rock Head / Sturdy, 0 /255/ 0 / 0 /255/ 0 ,291/269/436/146/229/96,96,150/137/220/75/117/50,50,
531,Tentacruel,2,Hardy,Leftovers,Toxic,Giga Drain,Confuse Ray,Surf,Clear Body / Liquid Ooze,170/ 0 /170/170/ 0 / 0 ,343/176/208/238/276/236,236,176/90/106/121/140/120,120,
732,Jolteon,4,Timid,King's Rock,Thunderbolt,Thunder Wave,Bite,Shadow Ball,Volt Absorb, 0 / 0 / 0 /255/ 0 /255,271/149/156/319/226/394,394,140/76/80/162/115/200,200,
533,Porygon2,2,Modest,Lum Berry,SolarBeam,Sunny Day,Thunder Wave,Recover,Trace,255/ 0 / 0 /255/ 0 / 0 ,374/176/216/339/226/156,156,192/90/110/172/115/80,80,
534,Gardevoir,2,Modest,Chesto Berry,Psychic,Calm Mind,Double Team,Rest,Synchronize / Trace,255/ 0 /255/ 0 / 0 / 0 ,340/149/229/314/266/196,196,175/76/117/160/135/100,100,
535,Exeggutor,2,Hardy,Chesto Berry,Return,Curse,Sleep Powder,Rest,Chlorophyll, 0 /255/ 0 / 0 /255/ 0 ,331/289/206/286/229/146,146,170/147/105/145/117/75,75,
536,Starmie,2,Modest,Shell Bell,Hydro Pump,Thunder,Rain Dance,Recover,Illuminate / Natural Cure,170/ 0 /170/ 0 /170/ 0 ,303/167/248/259/248/266,266,156/85/126/132/126/135,135,
537,Flygon,2,Modest,BrightPowder,SolarBeam,Fire Blast,Crunch,Sunny Day,Levitate, 0 / 0 / 0 /255/ 0 /255,301/212/196/284/196/299,299,155/108/100/145/100/152,152,
538,Venusaur,2,Bold,BrightPowder,Leech Seed,Giga Drain,Double Team,Light Screen,Overgrow,170/ 0 /170/ 0 /170/ 0 ,343/180/268/236/278/196,196,176/92/136/120/141/100,100,
539,Vaporeon,2,Docile,Shell Bell,Surf,Ice Beam,Body Slam,Shadow Ball,Water Absorb,170/ 0 /170/ 0 /170/ 0 ,443/166/198/256/268/166,166,226/85/101/130/136/85,85,
540,Jolteon,2,Hardy,Scope Lens,Thunderbolt,Dig,Double Kick,Roar,Volt Absorb, 0 /255/ 0 /255/ 0 / 0 ,271/229/156/319/226/296,296,140/117/80/162/115/150,150,
541,Flareon,2,Relaxed,Quick Claw,Curse,Attract,Double-Edge,Shadow Ball,Flash Fire,170/ 0 /170/ 0 /170/ 0 ,313/296/217/226/298/149,149,161/150/111/115/151/76,76,
542,Meganium,2,Calm,Leftovers,Leech Seed,Substitute,Double Team,GrassWhistle,Overgrow,170/ 0 /170/ 0 /170/ 0 ,343/180/278/202/305/196,196,176/92/141/103/155/100,100,
543,Espeon,2,Docile,Chesto Berry,Psychic,Shadow Ball,Calm Mind,Rest,Synchronize, 0 /255/ 0 / 0 / 0 /255,271/229/156/296/226/319,319,140/117/80/150/115/162,162,
544,Umbreon,2,Adamant,Leftovers,Curse,Screech,Double Team,Double-Edge,Synchronize,170/170/ 0 / 0 /170/ 0 ,373/228/256/140/338/166,166,191/117/130/72/171/85,85,
545,Blastoise,2,Brave,Shell Bell,Hydro Pump,Mega Kick,Brick Break,Mirror Coat,Torrent,170/170/ 0 /170/ 0 / 0 ,341/268/236/248/246/172,172,175/136/120/126/125/88,88,
546,Feraligatr,2,Sassy,Quick Claw,Surf,Dragon Claw,Brick Break,Scary Face,Torrent,170/ 0 / 0 /170/170/ 0 ,353/246/236/236/268/172,172,181/125/120/120/136/88,88,
547,Aggron,2,Adamant,Scope Lens,Focus Punch,Earthquake,Rock Slide,Thunder Wave,Sturdy / Rock Head,255/255/ 0 / 0 / 0 / 0 ,344/350/396/140/156/136,136,177/178/200/72/80/70,70,
548,Blaziken,2,Docile,Scope Lens,Blaze Kick,Mega Kick,ThunderPunch,Brick Break,Blaze, 0 /255/ 0 /255/ 0 / 0 ,301/339/176/319/176/196,196,155/172/90/162/90/100,100,
549,Walrein,2,Quirky,Focus Band,Earthquake,Ice Beam,Curse,Double Team,Thick Fat,170/ 0 /170/ 0 /170/ 0 ,403/196/258/226/258/166,166,206/100/131/115/131/85,85,
309,Linoone,2,Jolly,Choice Band,Trick,Frustration,Thunder Wave,Sand-Attack,Pickup, 0 /255/ 0 / 0 / 0 /255,297/239/158/122/158/328,328,153/122/81/63/81/167,167,
551,Charizard,2,Adamant,BrightPowder,Earthquake,Aerial Ace,Dragon Dance,SmokeScreen,Blaze, 0 /255/ 0 / 0 / 0 /255,297/293/192/228/206/299,299,153/149/98/116/105/152,152,
552,Typhlosion,2,Hardy,Scope Lens,Flamethrower,ThunderPunch,Aerial Ace,Rock Slide,Blaze, 0 /170/ 0 /170/ 0 /170,297/246/192/296/206/278,278,153/125/98/150/105/141,141,
553,Lapras,2,Timid,Quick Claw,Surf,Ice Beam,Body Slam,Roar,Water Absorb / Shell Armor, 0 / 0 / 0 /255/ 0 /255,401/185/196/269/226/240,240,205/94/100/137/115/123,123,
554,Crobat,2,Calm,Leftovers,Toxic,Giga Drain,Confuse Ray,Double Team,Inner Focus,170/ 0 /170/ 0 /170/ 0 ,353/194/238/176/261/296,296,181/99/121/90/133/150,150,
555,Swampert,2,Docile,Quick Claw,Surf,Earthquake,Counter,Mirror Coat,Torrent,170/ 0 /170/ 0 /170/ 0 ,383/256/258/206/258/156,156,196/130/131/105/131/80,80,
556,Gyarados,2,Modest,Shell Bell,Hydro Pump,Thunderbolt,Fire Blast,Blizzard,Intimidate, 0 / 0 / 0 /255/ 0 /255,331/257/194/240/236/261,261,170/130/99/123/120/133,133,
557,Snorlax,2,Adamant,Chesto Berry,Earthquake,Rock Slide,Curse,Rest,Immunity / Thick Fat,170/ 0 /170/ 0 /170/ 0 ,503/281/208/149/298/96,96,256/143/106/76/151/50,50,
558,Kingdra,2,Modest,Chesto Berry,Surf,Ice Beam,DragonBreath,Rest,Swift Swim,170/ 0 /170/ 0 /170/ 0 ,333/203/268/248/268/206,206,171/103/136/127/136/105,105,
559,Blissey,2,Bold,Leftovers,Seismic Toss,Sing,Attract,Substitute,Natural Cure / Serene Grace, 0 / 0 /255/ 0 /255/ 0 ,651/50/130/186/369/146,146,330/27/68/95/187/75,75,
560,Milotic,2,Modest,Focus Band,Surf,Ice Beam,Safeguard,Mirror Coat,Marvel Scale,255/ 0 / 0 /255/ 0 / 0 ,394/140/194/328/286/198,198,202/72/99/167/145/101,101,
561,Arcanine,2,Docile,Lum Berry,Fire Blast,Sunny Day,Crunch,Roar,Intimidate / Flash Fire, 0 / 0 / 0 /255/ 0 /255,321/256/196/299/196/289,289,165/130/100/152/100/147,147,
562,Salamence,2,Hardy,Leftovers,Double-Edge,Crunch,Swagger,Protect,Intimidate, 0 /170/ 0 /170/ 0 /170,331/348/196/298/196/278,278,170/176/100/151/100/141,141,
563,Metagross,2,Adamant,Lum Berry,Earthquake,Meteor Mash,Psych Up,Swagger,Clear Body,170/ 0 / 0 / 0 /170/170,343/336/296/203/258/218,218,176/171/150/103/131/111,111,
564,Slaking,2,Adamant,Leftovers,Mega Kick,Shadow Ball,Yawn,Amnesia,Truant, 0 / 0 /255/ 0 /255/ 0 ,441/391/299/203/229/236,236,225/198/152/103/117/120,120,
239,Ninjask,1,Mild,Petaya Berry,Baton Pass,Swords Dance,Endure,Dig,Speed Boost,170/ 0 /170/ 0 /170/ 0 ,305/216/151/149/178/356,356,157/110/77/77/91/180,180,
566,Medicham,3,Hardy,Scope Lens,DynamicPunch,ThunderPunch,Ice Punch,Fire Punch,Pure Power, 0 / 0 / 0 /255/ 0 /255,261/156/186/219/186/259,259,135/80/95/112/95/132,132,
567,Misdreavus,3,Bold,BrightPowder,Perish Song,Mean Look,Thunder Wave,Confuse Ray,Levitate,255/ 0 /255/ 0 / 0 / 0 ,324/140/240/206/206/206,206,167/72/123/105/105/105,105,
568,Fearow,3,Hardy,Scope Lens,Drill Peck,Return,Steel Wing,Faint Attack,Keen Eye, 0 /255/ 0 / 0 / 0 /255,271/279/166/158/158/299,299,140/142/85/81/81/152,152,
569,Granbull,3,Adamant,Quick Claw,Double-Edge,Earthquake,Sludge Bomb,Rock Slide,Intimidate,255/255/ 0 / 0 / 0 / 0 ,384/372/186/140/156/126,126,197/189/95/72/80/65,65,
570,Jynx,3,Hardy,Quick Claw,Dream Eater,Lovely Kiss,Attract,Substitute,Oblivious,255/ 0 /255/ 0 / 0 / 0 ,334/136/169/266/226/226,226,172/70/87/135/115/115,115,
571,Dusclops,3,Adamant,Leftovers,Psych Up,Swagger,Shadow Ball,Earthquake,Pressure,170/ 0 /170/ 0 /170/ 0 ,263/193/338/140/338/86,86,136/99/171/72/171/45,45,
572,Dodrio,3,Adamant,Lum Berry,Double-Edge,Drill Peck,Steel Wing,Faint Attack,Run Away / Early Bird, 0 /255/ 0 / 0 / 0 /255,261/350/176/140/156/299,299,135/178/90/72/80/152,152,
573,Mr. Mime,3,Modest,Choice Band,Trick,Torment,Psychic,Thunderbolt,Soundproof,255/ 0 / 0 /255/ 0 / 0 ,284/113/166/328/276/216,216,147/58/85/167/140/110,110,
574,Lanturn,3,Modest,BrightPowder,Hydro Pump,Thunder,Confuse Ray,Rain Dance,Volt Absorb / Illuminate, 0 / 0 / 0 /255/ 0 /255,391/136/152/276/188/233,233,200/70/78/140/96/119,119,
575,Breloom,3,Adamant,Leftovers,Iron Tail,Focus Punch,Attract,Spore,Effect Spore, 0 /255/ 0 / 0 / 0 /255,261/394/196/140/156/239,239,135/200/100/72/80/122,122,
576,Forretress,3,Quiet,Focus Band,Explosion,Earthquake,Giga Drain,Zap Cannon,Sturdy, 0 /170/ 0 /170/170/ 0 ,291/258/316/217/198/104,104,150/131/160/111/101/54,54,
577,Whiscash,3,Hardy,Chesto Berry,Sleep Talk,Rest,Surf,Fissure,Oblivious, 0 / 0 /255/ 0 /255/ 0 ,361/192/245/188/241/156,156,185/98/125/96/123/80,80,
578,Xatu,3,Jolly,King's Rock,Drill Peck,Psychic,Giga Drain,Steel Wing,Synchronize / Early Bird, 0 /170/ 0 /170/ 0 /170,271/228/176/241/176/294,294,140/116/90/122/90/150,150,
579,Skarmory,3,Careful,Chesto Berry,Toxic,Curse,Rest,Fly,Keen Eye / Sturdy,255/ 0 / 0 / 0 /255/ 0 ,334/196/316/104/262/176,176,172/100/160/54/134/90,90,
580,Marowak,3,Adamant,Thick Club,Earthquake,Rock Slide,Swords Dance,Brick Break,Rock Head / Lightningrod, 0 /255/ 0 / 0 / 0 /255,261/284/256/122/196/189,189,135/145/130/63/100/97,97,
581,Quagsire,3,Adamant,Quick Claw,Earthquake,Sludge Bomb,Double-Edge,Curse,Damp / Water Absorb, 0 /255/ 0 / 0 /255/ 0 ,331/295/206/149/229/106,106,170/150/105/76/117/55,55,
582,Clefable,3,Modest,Lum Berry,Thunderbolt,Ice Beam,Flamethrower,Magical Leaf,Cute Charm, 0 / 0 /255/255/ 0 / 0 ,331/158/245/295/216/156,156,170/81/125/150/110/80,80,
583,Hariyama,3,Adamant,Quick Claw,Cross Chop,Earthquake,Rock Slide,Facade,Thick Fat / Guts,255/255/ 0 / 0 / 0 / 0 ,492/372/156/104/156/136,136,251/189/80/54/80/70,70,
584,Raichu,3,Docile,Cheri Berry,Thunder,Rain Dance,Iron Tail,Attract,Static, 0 / 0 / 0 /255/ 0 /255,261/216/146/279/196/299,299,135/110/75/142/100/152,152,
585,Dewgong,3,Bold,Chesto Berry,Horn Drill,Sheer Cold,Sleep Talk,Rest,Thick Fat,255/ 0 /255/ 0 / 0 / 0 ,384/158/284/176/226/176,176,197/81/145/90/115/90,90,
586,Manectric,3,Quirky,Lum Berry,Thunderbolt,Iron Tail,Thunder Wave,Roar,Static / Lightningrod, 0 / 0 / 0 /255/ 0 /255,281/186/156/309/156/309,309,145/95/80/157/80/157,157,
587,Vileplume,3,Quirky,Leftovers,Attract,Stun Spore,Sludge Bomb,Giga Drain,Chlorophyll, 0 /255/ 0 /255/ 0 / 0 ,291/259/206/299/216/136,136,150/132/105/152/110/70,70,
588,Victreebel,3,Quirky,BrightPowder,Stun Spore,Ingrain,Giga Drain,Sludge Bomb,Chlorophyll, 0 /255/ 0 /255/ 0 / 0 ,301/309/166/299/156/176,176,155/157/85/152/80/90,90,
589,Electrode,3,Naughty,Liechi Berry,Explosion,Thunderbolt,Thunder Wave,Endure,Soundproof / Static, 0 /255/ 0 /255/ 0 / 0 ,261/218/176/259/176/316,316,135/112/90/132/90/160,160,
590,Exploud,3,Modest,White Herb,Overheat,Ice Beam,ThunderPunch,Extrasensory,Soundproof, 0 / 0 / 0 /255/ 0 /255,349/196/162/309/162/235,235,179/100/83/157/83/120,120,
591,Shiftry,3,Quirky,Focus Band,SolarBeam,Sunny Day,Explosion,Synthesis,Chlorophyll / Early Bird, 0 /255/ 0 /255/ 0 / 0 ,321/299/156/279/156/196,196,165/152/80/142/80/100,100,
592,Glalie,3,Hardy,Shell Bell,Blizzard,Earthquake,Double-Edge,Shadow Ball,Inner Focus, 0 /170/ 0 /170/ 0 /170,301/238/196/238/196/238,238,155/121/100/121/100/121,121,
593,Ludicolo,3,Bold,Leftovers,Leech Seed,Rain Dance,Double Team,Giga Drain,Swift Swim / Rain Dish,170/ 0 /170/ 0 /170/ 0 ,343/158/239/216/278/176,176,176/81/122/110/141/90,90,
594,Hypno,3,Adamant,Lum Berry,Psych Up,Swagger,Mega Kick,Shadow Ball,Insomnia,255/255/ 0 / 0 / 0 / 0 ,374/269/176/163/266/170,170,192/137/90/84/135/87,87,
595,Golem,3,Adamant,Quick Claw,Explosion,Earthquake,Flamethrower,Brick Break,Rock Head / Sturdy, 0 /255/ 0 / 0 /255/ 0 ,301/350/296/131/229/126,126,155/178/150/67/117/65,65,
596,Rhydon,3,Adamant,Quick Claw,Megahorn,Crush Claw,Earthquake,Horn Drill,Lightningrod / Rock Head,255/255/ 0 / 0 / 0 / 0 ,414/394/276/113/126/116,116,212/200/140/58/65/60,60,
597,Alakazam,3,Modest,Choice Band,Trick,Disable,Psychic,Skill Swap,Synchronize / Inner Focus, 0 / 0 /255/255/ 0 / 0 ,251/122/189/405/206/276,276,130/63/97/205/105/140,140,
598,Weezing,3,Quirky,Focus Band,Explosion,Sludge Bomb,Flamethrower,Thunderbolt,Levitate, 0 /255/ 0 /255/ 0 / 0 ,271/279/276/269/176/156,156,140/142/140/137/90/80,80,
599,Kangaskhan,3,Jolly,Salac Berry,Reversal,Endure,Thunderbolt,Earthquake,Early Bird, 0 /255/ 0 / 0 / 0 /255,351/289/196/104/196/306,306,180/147/100/54/100/156,156,
600,Electabuzz,3,Quirky,Lum Berry,Fire Punch,Ice Punch,Thunderbolt,Cross Chop,Static, 0 / 0 / 0 /255/ 0 /255,271/202/150/289/206/309,309,140/103/77/147/105/157,157,
601,Tauros,3,Docile,Leftovers,Double-Edge,Earthquake,Flamethrower,Ice Beam,Intimidate, 0 /255/ 0 /255/ 0 / 0 ,291/299/226/179/176/256,256,150/152/115/92/90/130,130,
602,Slowbro,3,Quiet,Quick Claw,Surf,Psychic,Shadow Ball,Attract,Oblivious / Own Tempo, 0 / 0 / 0 /255/255/ 0 ,331/186/256/328/259/86,86,170/95/130/167/132/45,45,
603,Slowking,3,Quiet,Quick Claw,Psychic,Surf,Ice Beam,Earthquake,Oblivious / Own Tempo, 0 /170/170/170/ 0 / 0 ,331/228/238/305/256/86,86,170/116/121/155/130/45,45,
604,Miltank,3,Adamant,Salac Berry,Reversal,Endure,Earthquake,Shadow Ball,Thick Fat, 0 /255/ 0 / 0 /255/ 0 ,331/284/246/104/239/236,236,170/145/125/54/122/120,120,
605,Altaria,3,Adamant,Lum Berry,Sing,Dragon Dance,Earthquake,Aerial Ace,Natural Cure,255/255/ 0 / 0 / 0 / 0 ,354/262/216/158/246/196,196,182/134/110/81/125/100,100,
606,Nidoqueen,3,Modest,Lum Berry,Thunderbolt,Flamethrower,Ice Beam,Crunch,Poison Point,255/ 0 / 0 /255/ 0 / 0 ,384/180/210/273/206/188,188,197/92/107/139/105/96,96,
607,Nidoking,3,Modest,Leppa Berry,Horn Drill,Fire Blast,Blizzard,Surf,Poison Point,255/ 0 / 0 /255/ 0 / 0 ,366/198/190/295/186/206,206,188/101/97/150/95/105,105,
608,Magmar,3,Impish,Scope Lens,Mega Kick,Cross Chop,Iron Tail,Counter,Flame Body, 0 /255/255/ 0 / 0 / 0 ,271/289/234/212/206/222,222,140/147/119/108/105/113,113,
609,Cradily,3,Modest,Leftovers,Substitute,SolarBeam,Sunny Day,Recover,Suction Cups, 0 / 0 /170/170/170/ 0 ,313/178/272/264/292/122,122,161/91/138/134/148/63,63,
610,Armaldo,3,Adamant,Quick Claw,Earthquake,Rock Slide,Brick Break,Swords Dance,Battle Armor,255/255/ 0 / 0 / 0 / 0 ,354/383/236/158/196/126,126,182/194/120/81/100/65,65,
611,Golduck,3,Docile,Shell Bell,Hydro Pump,Cross Chop,Blizzard,Protect,Damp / Cloud Nine, 0 /255/ 0 /255/ 0 / 0 ,301/263/192/289/196/206,206,155/134/98/147/100/105,105,
612,Rapidash,3,Modest,White Herb,Overheat,SolarBeam,Sunny Day,Hypnosis,Run Away / Flash Fire,170/ 0 / 0 /170/ 0 /170,313/212/176/261/196/288,288,161/108/90/133/100/146,146,
613,Muk,3,Quiet,Lum Berry,Sludge Bomb,Thunderbolt,Flamethrower,Ice Punch,Stench / Sticky Hold, 0 / 0 /255/255/ 0 / 0 ,351/246/249/251/236/122,122,180/125/127/128/120/63,63,
614,Gengar,3,Modest,Quick Claw,Psychic,Thunderbolt,Giga Drain,Skill Swap,Levitate, 0 / 0 / 0 /255/ 0 /255,261/149/156/394/186/319,319,135/76/80/200/95/162,162,
615,Ampharos,3,Hardy,Focus Band,Thunderbolt,Mega Kick,Iron Tail,Brick Break,Static, 0 /255/ 0 /255/ 0 / 0 ,321/249/186/329/216/146,146,165/127/95/167/110/75,75,
616,Scizor,3,Careful,Focus Band,Reversal,Endure,Agility,Slash,Swarm, 0 /255/ 0 / 0 /255/ 0 ,281/359/236/131/284/166,166,145/182/120/67/145/85,85,
617,Heracross,3,Adamant,BrightPowder,Megahorn,Earthquake,Rock Slide,Brick Break,Swarm / Guts, 0 /255/ 0 / 0 / 0 /255,301/383/186/104/226/269,269,155/194/95/54/115/137,137,
618,Ursaring,3,Modest,Lum Berry,Fire Punch,ThunderPunch,Ice Punch,Crunch,Guts,170/ 0 / 0 /170/ 0 /170,363/266/186/250/186/188,188,186/135/95/128/95/96,96,
619,Houndoom,3,Quirky,White Herb,Overheat,Shadow Ball,Sludge Bomb,Double-Edge,Early Bird / Flash Fire, 0 /255/ 0 / 0 / 0 /255,291/279/136/256/196/289,289,150/142/70/130/100/147,147,
620,Donphan,3,Adamant,Quick Claw,Fissure,Earthquake,Rock Slide,Secret Power,Sturdy,255/255/ 0 / 0 / 0 / 0 ,384/372/276/140/156/136,136,197/189/140/72/80/70,70,
621,Claydol,3,Modest,Shell Bell,Psychic,Ice Beam,SolarBeam,Sunny Day,Levitate,255/ 0 / 0 /255/ 0 / 0 ,324/158/246/262/276/186,186,167/81/125/134/140/95,95,
622,Wailord,3,Modest,Chesto Berry,Hydro Pump,Fissure,Double Team,Rest,Water Veil / Oblivious,170/ 0 /170/ 0 /170/ 0 ,523/194/168/237/168/156,156,266/99/86/121/86/80,80,
623,Ninetales,3,Quirky,BrightPowder,Fire Blast,Iron Tail,Confuse Ray,Attract,Flash Fire, 0 / 0 / 0 /255/ 0 /255,287/188/186/261/236/299,299,148/96/95/133/120/152,152,
624,Machamp,3,Hardy,Quick Claw,Cross Chop,Fire Blast,ThunderPunch,Ice Punch,Guts, 0 /255/ 0 /255/ 0 / 0 ,321/359/196/229/206/146,146,165/182/100/117/105/75,75,
625,Shuckle,3,Careful,Leftovers,Substitute,Attract,Toxic,Double Team,Sturdy, 0 / 0 /255/ 0 /255/ 0 ,181/56/559/50/614/46,46,95/30/282/27/310/25,25,
626,Steelix,3,Adamant,Quick Claw,Earthquake,Body Slam,Rock Slide,Explosion,Rock Head / Sturdy, 0 /255/ 0 / 0 /255/ 0 ,291/295/436/131/229/96,96,150/150/220/67/117/50,50,
627,Tentacruel,3,Modest,Shell Bell,Surf,Giga Drain,Ice Beam,Mirror Coat,Clear Body / Liquid Ooze, 0 / 0 /170/170/ 0 /170,301/158/208/261/276/278,278,155/81/106/133/140/141,141,
628,Aerodactyl,3,Hardy,King's Rock,Double-Edge,Rock Slide,Fire Blast,Dragon Claw,Rock Head / Pressure, 0 /255/ 0 /255/ 0 / 0 ,301/309/166/219/186/296,296,155/157/85/112/95/150,150,
629,Porygon2,3,Modest,Lum Berry,Psychic,Tri Attack,Thunder Wave,Recover,Trace,255/ 0 / 0 /255/ 0 / 0 ,374/176/216/339/226/156,156,192/90/110/172/115/80,80,
630,Gardevoir,3,Modest,Lum Berry,Psychic,Ice Punch,Fire Punch,Magical Leaf,Synchronize / Trace, 0 / 0 / 0 /255/ 0 /255,277/149/166/383/266/259,259,143/76/85/194/135/132,132,
631,Exeggutor,3,Hardy,Leftovers,Leech Seed,Giga Drain,Toxic,Explosion,Chlorophyll,170/ 0 /170/ 0 /170/ 0 ,373/226/248/286/208/146,146,191/115/126/145/106/75,75,
344,Ninjask,2,Quirky,Focus Band,Slash,Shadow Ball,Swords Dance,Baton Pass,Speed Boost,170/ 0 /170/ 0 /170/ 0 ,305/216/168/136/178/356,356,157/110/86/70/91/180,180,
633,Flygon,3,Hardy,Scope Lens,Earthquake,Dragon Claw,Flamethrower,Giga Drain,Levitate, 0 /170/ 0 /170/ 0 /170,301/278/196/238/196/278,278,155/141/100/121/100/141,141,
634,Venusaur,3,Adamant,Scope Lens,Double-Edge,Sludge Bomb,Earthquake,Sleep Powder,Overgrow, 0 /170/170/ 0 /170/ 0 ,301/266/244/212/278/196,196,155/135/124/108/141/100,100,
635,Vaporeon,3,Calm,Quick Claw,Surf,Ice Beam,Acid Armor,Baton Pass,Water Absorb,170/ 0 /170/ 0 /170/ 0 ,443/149/198/256/294/166,166,226/76/101/130/150/85,85,
636,Jolteon,3,Bold,BrightPowder,Thunderbolt,Thunder Wave,Agility,Baton Pass,Volt Absorb,170/ 0 /170/ 0 /170/ 0 ,313/149/217/256/268/296,296,161/76/111/130/136/150,150,
637,Flareon,3,Jolly,Quick Claw,Shadow Ball,Flail,Endure,Overheat,Flash Fire, 0 /255/ 0 / 0 / 0 /255,271/359/156/203/256/251,251,140/182/80/103/130/128,128,
638,Meganium,3,Jolly,Salac Berry,Earthquake,Flail,Endure,Giga Drain,Overgrow, 0 /255/ 0 / 0 / 0 /255,301/263/236/181/236/284,284,155/134/120/93/120/145,145,
639,Espeon,3,Modest,Lum Berry,Psychic,Bite,Wish,Reflect,Synchronize, 0 / 0 / 0 /255/ 0 /255,271/149/156/394/226/319,319,140/76/80/200/115/162,162,
640,Umbreon,3,Bold,BrightPowder,Swagger,Psych Up,Attract,Shadow Ball,Synchronize,170/ 0 /170/ 0 /170/ 0 ,373/149/327/156/338/166,166,191/76/166/80/171/85,85,
641,Blastoise,3,Docile,Focus Band,Surf,Earthquake,Ice Beam,Counter,Torrent,170/170/ 0 /170/ 0 / 0 ,341/244/236/248/246/192,192,175/124/120/126/125/98,98,
642,Feraligatr,3,Hardy,Scope Lens,Hydro Pump,Crunch,Earthquake,Rock Slide,Torrent,170/170/ 0 /170/ 0 / 0 ,353/288/236/236/202/192,192,181/146/120/120/103/98,98,
643,Aggron,3,Modest,BrightPowder,Surf,Thunder,Fire Blast,Blizzard,Sturdy / Rock Head,255/ 0 / 0 /255/ 0 / 0 ,344/230/396/240/156/136,136,177/117/200/123/80/70,70,
644,Blaziken,3,Hardy,Salac Berry,Overheat,Earthquake,Endure,Reversal,Blaze, 0 /255/ 0 / 0 / 0 /255,301/339/176/256/176/259,259,155/172/90/130/90/132,132,
645,Walrein,3,Hardy,Quick Claw,Sheer Cold,Fissure,Surf,Attract,Thick Fat,170/ 0 /170/ 0 /170/ 0 ,403/196/258/226/258/166,166,206/100/131/115/131/85,85,
646,Sceptile,3,Docile,Scope Lens,Leaf Blade,Earthquake,Crush Claw,Aerial Ace,Overgrow, 0 /170/ 0 /170/ 0 /170,281/248/166/288/206/318,318,145/126/85/146/105/161,161,
647,Charizard,3,Modest,Lum Berry,Flamethrower,Dragon Claw,Bite,Brick Break,Blaze, 0 / 0 / 0 /255/ 0 /255,297/183/192/348/206/299,299,153/94/98/177/105/152,152,
648,Typhlosion,3,Adamant,Salac Berry,Earthquake,Overheat,Endure,Reversal,Blaze, 0 /255/ 0 / 0 / 0 /255,297/293/192/228/206/299,299,153/149/98/116/105/152,152,
649,Lapras,3,Docile,BrightPowder,Double-Edge,Psychic,Confuse Ray,Dragon Dance,Water Absorb / Shell Armor,170/ 0 /170/ 0 /170/ 0 ,443/206/238/206/268/156,156,226/105/121/105/136/80,80,
760,Raikou,1,Modest,Chesto Berry,Thunderbolt,Thunder Wave,Calm Mind,Rest,Pressure, 0 / 0 / 0 /255/ 0 /255,321/185/186/361/236/329,329,165/94/95/183/120/167,167,
651,Swampert,3,Brave,Shell Bell,Surf,Earthquake,Ice Beam,Counter,Torrent, 0 /255/ 0 /255/ 0 / 0 ,341/350/216/269/216/140,140,175/178/110/137/110/72,72,
652,Gyarados,3,Quirky,Quick Claw,Surf,Thunder,Rain Dance,Earthquake,Intimidate, 0 /255/ 0 /255/ 0 / 0 ,331/349/194/219/236/198,198,170/177/99/112/120/101,101,
653,Snorlax,3,Adamant,Quick Claw,Mega Kick,Shadow Ball,Swagger,Psych Up,Immunity / Thick Fat, 0 / 0 /255/ 0 /255/ 0 ,461/281/229/149/319/96,96,235/143/117/76/162/50,50,
654,Kingdra,3,Adamant,Salac Berry,Flail,Hydro Pump,Dragon Dance,Endure,Swift Swim,170/ 0 /170/ 0 /170/ 0 ,333/248/268/203/268/206,206,171/127/136/103/136/105,105,
655,Blissey,3,Bold,Focus Band,Fire Blast,Blizzard,Calm Mind,Softboiled,Natural Cure / Serene Grace, 0 / 0 /255/ 0 /255/ 0 ,651/50/130/186/369/146,146,330/27/68/95/187/75,75,
656,Milotic,3,Bold,Leftovers,Surf,Blizzard,Attract,Recover,Marvel Scale,170/ 0 /170/ 0 /170/ 0 ,373/140/259/236/328/198,198,191/72/132/120/166/101,101,
